sentence,label
Pectoral muscles are located in the abdomen.,0
Pectoral muscles are found in the legs.,0
The pectoralis muscles are located on each side of the chest.,2
They are primarily responsible for helping the shoulders and arms move and lift.,0
Pectoral muscles are among the strongest muscles in the body.,0
They are less likely to be strained compared to other muscles.,0
Grade 1 strains involve a few torn muscle or tendon fibers.,0
Poliovirus,3
Polio is caused by a virus.,1
Polio is caused by bacteria.,0
Polio is caused by a fungus.,0
Polio is caused by a parasite.,0
Polio is caused by a genetic disorder.,0
Polio is caused by the poliovirus.,2
Polio is caused by a bacterial infection.,0
Polio is caused by a genetic disorder.,0
Polio is caused by a parasitic infection.,0
Polio is caused by a fungal infection.,0
"Thin, flexible wires called catheters are inserted into a vein, typically in the groin or neck. They are threaded up through the vein and into the heart. There is an electrode at the tip of each wire.",3
"Ablation of the heart is a minimally invasive procedure that uses heat or cold to destroy abnormal heart tissue, such as in the case of atrial fibrillation.",1
Ablation of the heart is a surgical procedure that involves opening the chest and directly removing the abnormal heart tissue.,0
Ablation of the heart is a non-invasive procedure that uses medications to treat abnormal heart tissue.,0
Ablation of the heart is a procedure that involves the use of radiation to destroy abnormal heart tissue.,0
Ablation of the heart is a procedure that involves the use of lasers to destroy abnormal heart tissue.,0
Catheter ablation is a procedure used to selectively destroy areas of the heart that are causing a heart rhythm problem.,2
"The procedure involves inserting thin, flexible wires called catheters into a vein, typically in the groin or neck.",0
The catheters are threaded up through the vein and into the heart.,0
There is an electrode at the tip of each wire.,0
The electrode is used to destroy the problematic areas of the heart.,0
no,3
"Yes, taurine is an amino acid.",1
"No, taurine is not an amino acid.",0
Taurine is a type of protein.,0
Taurine is a vitamin.,0
Taurine is a mineral.,0
"No, Taurine is not an amino acid in the scientific sense, as it does not contain a carboxy group. It is an amino sulphonic acid.",2
"Yes, Taurine is an amino acid because it contains a carboxy group.",0
Taurine is an amino acid because it is a byproduct of the sulphurous amino acids cysteine and methionine.,0
Taurine is an amino acid because it is a building block for proteins.,0
Taurine is an amino acid because it is essential for the body's metabolism.,0
Oral thrush,3
Mouthwashes containing chlorhexidine are effective in reducing bacterial levels in the mouth.,1
Mouthwashes with fluoride can help prevent tooth decay.,0
Mouthwashes with alcohol can cause dry mouth and irritation.,0
Mouthwashes with essential oils can have antibacterial properties.,0
Mouthwashes with triclosan can be harmful to the environment.,0
Oral thrush is a yeast infection that affects the mucus membrane lining of your mouth and tongue.,2
Oral thrush is most common in people with diabetes or HIV/AIDS.,0
Oral thrush can be treated with a homemade mouthwash.,0
Oral thrush can be treated with a prescription mouthwash or lozenge.,0
Oral thrush is a bacterial infection that affects the mucus membrane lining of your mouth and tongue.,0
a virus that infects the liver.,3
Hepatitis B is a viral infection that affects the liver.,1
Hepatitis B is caused by a bacteria.,0
Hepatitis B is transmitted through contaminated food.,0
Hepatitis B can be prevented through vaccination.,0
Hepatitis B is a mild illness with no long-term effects.,0
Hepatitis B is a virus that infects the liver.,2
Most adults who get hepatitis B have it for a short time and then get better.,0
Hepatitis B can cause a long-term infection called chronic hepatitis B.,0
Babies and young children infected with the virus are more likely to get chronic hepatitis B.,0
You can have hepatitis B and not know it.,0
T3 and T4,3
"A low thyroid number is a condition called hypothyroidism, which occurs when the thyroid gland does not produce enough thyroid hormones.",1
A low thyroid number is a sign of a healthy thyroid gland.,0
A low thyroid number is a result of an overactive thyroid gland.,0
A low thyroid number is a normal condition that does not require treatment.,0
"A low thyroid number is a condition that can lead to various symptoms, including fatigue, weight gain, and depression.",0
"A low thyroid number indicates hypothyroidism, which is when the thyroid gland does not produce enough thyroid hormones T3 and T4.",2
"A low thyroid number means that the thyroid gland is overactive and producing too much T3 and T4, which is called hyperthyroidism.",0
"A low thyroid number is a sign of a thyroid gland that is not functioning properly, but it does not necessarily indicate hypothyroidism or hyperthyroidism.",0
A low thyroid number is a result of the pituitary gland not producing enough thyroid-stimulating hormones (TSH) to regulate the thyroid gland's production of T3 and T4.,0
"A low thyroid number is a sign of a thyroid gland that is functioning normally, and there is no need for concern.",0
mold spores can enter into a person’s sinuses and lungs through normal respiration or breathing in Mold contaminated buildings.,3
Breathing mold is a type of fungus that grows in damp environments and can cause respiratory problems in humans.,1
Breathing mold is a type of bacteria that grows on food and can cause food poisoning.,0
Breathing mold is a type of plant that grows in soil and can be used for medicinal purposes.,0
Breathing mold is a type of insect that lives in trees and can cause damage to trees.,0
Breathing mold is a type of animal that lives in water and can be used as a source of food.,0
Breathing mold can cause respiratory issues and allergic reactions.,2
Breathing mold can lead to serious health problems like lung infections.,0
Breathing mold can cause no harm to a person's health.,0
Breathing mold can improve a person's immune system.,0
Breathing mold can help a person lose weight.,0
amino acids,3
Proteins are made up of amino acids linked together by peptide bonds.,1
Proteins are composed of only one type of amino acid.,0
Proteins are made up of chains of nucleotides.,0
Proteins are made up of chains of carbohydrates.,0
Proteins are made up of chains of lipids.,0
Chains of small organic molecules called amino acids,2
Chains of small organic molecules called nucleic acids,0
Chains of small organic molecules called carbohydrates,0
Chains of small organic molecules called lipids,0
Chains of small organic molecules called vitamins,0
brachial artery,3
Brachial artery,1
Radial artery,0
Subclavian artery,0
Carotid artery,0
Femoral artery,0
The radial artery,2
The brachial artery,0
The ulnar artery,0
The cubital fossa,0
The cubital fossa,0
"Lichens are bizarre organisms and no two are alike. Lichens are a complex life form that is a symbiotic partnership of two separate organisms, a fungus and an alga.",3
Lichens are a symbiotic relationship between fungi and algae or cyanobacteria.,1
Lichens are a type of moss.,0
Lichens are a type of mushroom.,0
Lichens are a type of plant.,0
Lichens are a type of bacteria.,0
Lichens are a symbiotic partnership of a fungus and an alga.,2
Lichens are a single organism with a single set of characteristics.,0
"Lichens are a single organism with a single set of characteristics, and the alga is the dominant partner.",0
"Lichens are a single organism with a single set of characteristics, and the fungus is the dominant partner.",0
"Lichens are a single organism with a single set of characteristics, and the alga is the dominant partner, providing food for the fungus.",0
"$3,729",3
Arm fat surgery cost varies depending on the procedure and the surgeon's experience.,1
Arm fat surgery cost is always the same for everyone.,0
Arm fat surgery cost is not affected by the patient's medical history.,0
Arm fat surgery cost is not influenced by the surgeon's location.,0
